drug,ndc_raw,ndc
bupropion,47335-738-88,47335073888
bupropion,76282-480-30,76282048030
bupropion,76282-480-90,76282048090
bupropion,76282-481-05,76282048105
bupropion,76282-481-90,76282048190
bupropion,68180-319-02,68180031902
bupropion,71335-0135-2,71335013502
bupropion,52817-346-50,52817034650
bupropion,52817-346-90,52817034690
bupropion,71335-0135-5,71335013505
bupropion,71335-0019-1,71335001901
bupropion,70518-2772-1,70518277201
bupropion,70518-2772-2,70518277202
bupropion,71335-0687-3,71335068703
bupropion,70518-1584-0,70518158400
bupropion,63187-052-60,63187005260
bupropion,60687-312-01,60687031201
bupropion,70436-011-06,70436001106
bupropion,50090-4049-0,50090404900
bupropion,72789-070-30,72789007030
bupropion,71335-0687-2,71335068702
bupropion,71335-0687-4,71335068704
bupropion,0185-0410-01,00185041001
bupropion,0185-0410-05,00185041005
bupropion,0185-0410-60,00185041060
bupropion,0185-0415-01,00185041501
bupropion,0185-0415-05,00185041505
bupropion,0185-0415-52,00185041552
bupropion,0185-0415-60,00185041560
bupropion,72789-112-90,72789011290
bupropion,72789-120-90,72789012090
bupropion,0185-1111-60,00185111160
bupropion,50090-4747-0,50090474700
bupropion,50090-4747-1,50090474701
bupropion,50090-4747-2,50090474702
bupropion,50090-4749-0,50090474900
bupropion,50090-4749-1,50090474901
bupropion,50090-5334-0,50090533400
bupropion,50090-5334-1,50090533401
bupropion,71205-076-90,71205007690
bupropion,50228-176-30,50228017630
bupropion,50228-176-60,50228017660
bupropion,50228-174-01,50228017401
bupropion,50228-174-05,50228017405
bupropion,50228-175-01,50228017501
bupropion,50228-175-05,50228017505
bupropion,50228-338-11,50228033811
bupropion,50228-338-31,50228033831
bupropion,50228-338-61,50228033861
bupropion,43598-536-01,43598053601
bupropion,43063-880-60,43063088060
bupropion,63187-713-60,63187071360
bupropion,68180-319-09,68180031909
bupropion,63187-726-90,63187072690
bupropion,63187-713-30,63187071330
