drug,ndc_raw,ndc
armodafinil,63459-205-30,63459020530
armodafinil,63459-215-30,63459021530
armodafinil,63459-220-30,63459022030
armodafinil,63459-225-30,63459022530
armodafinil,63459-220-35,63459022035
atomoxetine,64980-376-10,64980037610
atomoxetine,65841-608-77,65841060877
atomoxetine,65841-610-10,65841061010
atomoxetine,55111-564-30,55111056430
atomoxetine,63629-9427-1,63629942701
atomoxetine,63629-9428-1,63629942801
atomoxetine,68382-216-06,68382021606
atomoxetine,68382-217-06,68382021706
atomoxetine,68382-218-06,68382021806
atomoxetine,68382-219-02,68382021902
atomoxetine,68382-220-06,68382022006
atomoxetine,68382-220-16,68382022016
atomoxetine,68382-223-14,68382022314
atomoxetine,71335-2162-1,71335216201
atomoxetine,0904-6908-04,00904690804
atomoxetine,65841-608-14,65841060814
atomoxetine,65841-609-06,65841060906
atomoxetine,65841-609-10,65841060910
atomoxetine,65841-611-02,65841061102
atomoxetine,65841-611-10,65841061110
atomoxetine,64980-377-10,64980037710
atomoxetine,65862-241-30,65862024130
atomoxetine,65862-242-30,65862024230
atomoxetine,65862-244-30,65862024430
atomoxetine,65841-606-16,65841060616
atomoxetine,68382-217-02,68382021702
atomoxetine,68382-217-14,68382021714
atomoxetine,68382-219-10,68382021910
atomoxetine,68382-223-02,68382022302
atomoxetine,68382-223-16,68382022316
atomoxetine,68462-270-23,68462027023
atomoxetine,68382-217-10,68382021710
atomoxetine,68382-218-16,68382021816
atomoxetine,68382-219-77,68382021977
atomoxetine,68382-223-06,68382022306
atomoxetine,16714-755-01,16714075501
atomoxetine,65841-607-06,65841060706
atomoxetine,65841-609-77,65841060977
atomoxetine,65841-610-02,65841061002
atomoxetine,65841-611-14,65841061114
atomoxetine,65841-611-16,65841061116
atomoxetine,35573-415-30,35573041530
atomoxetine,35573-416-30,35573041630
atomoxetine,35573-417-30,35573041730
atomoxetine,35573-418-30,35573041830
atomoxetine,35573-419-30,35573041930
atomoxetine,35573-420-30,35573042030
atomoxetine,35573-421-30,35573042130
atomoxetine,55111-519-78,55111051978
atomoxetine,55111-520-05,55111052005
atomoxetine,55111-520-30,55111052030
atomoxetine,68382-218-77,68382021877
atomoxetine,65841-608-16,65841060816
atomoxetine,65841-610-14,65841061014
atomoxetine,65862-239-22,65862023922
atomoxetine,65862-238-22,65862023822
atomoxetine,65862-243-05,65862024305
atomoxetine,16714-757-01,16714075701
atomoxetine,16714-759-01,16714075901
atomoxetine,16714-756-01,16714075601
atomoxetine,16714-758-01,16714075801
atomoxetine,16714-760-01,16714076001
atomoxetine,16714-761-01,16714076101
atomoxetine,68462-267-23,68462026723
atomoxetine,68462-268-23,68462026823
atomoxetine,68462-268-30,68462026830
atomoxetine,68462-269-23,68462026923
atomoxetine,68462-269-30,68462026930
atomoxetine,65862-238-30,65862023830
atomoxetine,65862-243-30,65862024330
atomoxetine,55111-520-78,55111052078
atomoxetine,55111-522-78,55111052278
atomoxetine,65862-241-99,65862024199
atomoxetine,65862-242-99,65862024299
atomoxetine,65862-244-05,65862024405
atomoxetine,65841-606-14,65841060614
atomoxetine,65841-607-02,65841060702
atomoxetine,68382-217-77,68382021777
atomoxetine,68382-218-02,68382021802
atomoxetine,68382-219-06,68382021906
atomoxetine,68382-220-02,68382022002
atomoxetine,68382-223-10,68382022310
atomoxetine,65841-606-06,65841060606
atomoxetine,65841-606-10,65841060610
atomoxetine,55111-563-05,55111056305
atomoxetine,55111-563-30,55111056330
atomoxetine,55111-521-30,55111052130
atomoxetine,55111-522-30,55111052230
atomoxetine,64980-376-03,64980037603
atomoxetine,64980-377-03,64980037703
atomoxetine,68462-266-30,68462026630
atomoxetine,68462-267-30,68462026730
atomoxetine,55111-519-05,55111051905
atomoxetine,55111-519-30,55111051930
atomoxetine,68462-271-30,68462027130
atomoxetine,68462-271-51,68462027151
atomoxetine,55111-522-05,55111052205
atomoxetine,55111-528-78,55111052878
atomoxetine,68462-266-23,68462026623
atomoxetine,68462-270-30,68462027030
atomoxetine,64980-374-03,64980037403
atomoxetine,64980-378-03,64980037803
atomoxetine,64980-379-03,64980037903
atomoxetine,65862-239-30,65862023930
atomoxetine,65862-240-30,65862024030
atomoxetine,60687-567-21,60687056721
atomoxetine,31722-714-30,31722071430
atomoxetine,31722-715-30,31722071530
