drug,ndc_raw,ndc
clobazam,0054-0561-50,00054056150
clobazam,0781-8013-01,00781801301
clobazam,0781-8014-01,00781801401
clobazam,42571-315-01,42571031501
clobazam,42571-315-05,42571031505
clobazam,42571-315-11,42571031511
clobazam,42571-315-30,42571031530
clobazam,42571-315-90,42571031590
clobazam,42571-315-91,42571031591
clobazam,42571-316-01,42571031601
clobazam,42571-316-11,42571031611
clobazam,42571-316-30,42571031630
clobazam,42571-316-90,42571031690
clobazam,42571-316-91,42571031691
clobazam,0054-0527-21,00054052721
clobazam,0832-0585-25,00832058525
clobazam,51991-900-01,51991090001
clobazam,51991-901-01,51991090101
clobazam,62135-527-41,62135052741
clobazam,72205-047-91,72205004791
clobazam,72205-048-91,72205004891
clobazam,51672-4210-8,51672421008
clobazam,72606-003-01,72606000301
clobazam,72606-004-01,72606000401
clobazam,70710-1325-1,70710132501
clobazam,51991-958-33,51991095833
clobazam,60687-423-21,60687042321
clobazam,67877-658-61,67877065861
clobazam,66689-058-04,66689005804
clobazam,67877-665-01,67877066501
clobazam,67877-665-05,67877066505
clobazam,67877-665-33,67877066533
clobazam,67877-666-01,67877066601
clobazam,67877-666-05,67877066605
clobazam,67877-666-33,67877066633
clobazam,69238-1306-1,69238130601
clobazam,69238-1535-2,69238153502
clobazam,69452-116-45,69452011645
clobazam,68180-156-01,68180015601
clobazam,68180-157-01,68180015701
clobazam,68180-157-02,68180015702
clobazam,68180-157-06,68180015706
clobazam,68180-157-07,68180015707
clobazam,68180-157-09,68180015709
clobazam,68180-158-01,68180015801
clobazam,68180-158-02,68180015802
clobazam,68180-158-06,68180015806
clobazam,68180-158-07,68180015807
clobazam,68180-158-09,68180015809
clobazam,69539-153-91,69539015391
clobazam,69539-153-99,69539015399
clobazam,69539-154-91,69539015491
clobazam,69539-154-99,69539015499
clobazam,69238-1305-1,69238130501
clobazam,69452-114-20,69452011420
clobazam,69452-115-20,69452011520
clobazam,0832-0581-11,00832058111
clobazam,70771-1440-1,70771144001
clobazam,51672-4227-8,51672422708
clobazam,67386-315-01,67386031501
clobazam,67386-314-01,67386031401
clobazam,67386-313-21,67386031321
clobazam,10094-205-60,10094020560
clobazam,10094-220-60,10094022060
clobazam,10094-210-60,10094021060
clonazepam,67544-256-30,67544025630
clonazepam,51407-524-01,51407052401
clonazepam,0093-3212-01,00093321201
clonazepam,0093-3212-05,00093321205
clonazepam,0093-3213-01,00093321301
clonazepam,0093-3213-05,00093321305
clonazepam,68788-7181-9,68788718109
clonazepam,80425-0125-2,80425012502
clonazepam,67544-529-53,67544052953
clonazepam,67544-529-75,67544052975
clonazepam,70518-3144-2,70518314402
clonazepam,49884-306-02,49884030602
clonazepam,49884-307-02,49884030702
clonazepam,49884-308-02,49884030802
clonazepam,49884-309-02,49884030902
clonazepam,49884-310-02,49884031002
clonazepam,67544-529-15,67544052915
clonazepam,67544-529-80,67544052980
clonazepam,0615-8234-39,00615823439
clonazepam,0615-8235-39,00615823539
clonazepam,0615-8236-39,00615823639
clonazepam,71205-529-30,71205052930
clonazepam,71205-529-60,71205052960
clonazepam,71205-529-90,71205052990
clonazepam,67544-288-15,67544028815
clonazepam,67544-288-60,67544028860
clonazepam,0093-9290-67,00093929067
clonazepam,0093-9291-67,00093929167
clonazepam,0093-9292-67,00093929267
clonazepam,0093-9294-67,00093929467
clonazepam,71610-366-15,71610036615
clonazepam,71610-366-30,71610036630
clonazepam,71610-366-45,71610036645
clonazepam,71610-366-53,71610036653
clonazepam,71610-366-60,71610036660
clonazepam,71610-366-70,71610036670
clonazepam,71610-368-10,71610036810
clonazepam,71610-368-14,71610036814
clonazepam,71610-368-15,71610036815
clonazepam,71610-368-20,71610036820
clonazepam,71610-368-28,71610036828
clonazepam,71610-368-30,71610036830
clonazepam,71610-368-45,71610036845
clonazepam,71610-368-53,71610036853
clonazepam,71610-368-54,71610036854
clonazepam,71610-368-55,71610036855
clonazepam,71610-368-60,71610036860
clonazepam,71610-368-70,71610036870
clonazepam,51407-524-90,51407052490
clonazepam,71610-368-75,71610036875
clonazepam,71610-368-80,71610036880
clonazepam,71610-368-92,71610036892
clonazepam,71610-390-15,71610039015
clonazepam,71610-390-30,71610039030
clonazepam,71610-390-45,71610039045
clonazepam,71610-390-53,71610039053
clonazepam,71610-390-60,71610039060
clonazepam,71610-390-70,71610039070
clonazepam,51407-524-15,51407052415
clonazepam,51407-524-45,51407052445
clonazepam,51407-524-60,51407052460
clonazepam,57664-783-86,57664078386
clonazepam,57664-785-88,57664078588
clonazepam,57664-787-86,57664078786
clonazepam,55700-564-30,55700056430
clonazepam,55700-564-60,55700056460
clonazepam,63187-226-60,63187022660
clonazepam,67544-529-30,67544052930
clonazepam,67544-529-45,67544052945
clonazepam,67544-529-60,67544052960
clonazepam,63187-888-60,63187088860
clonazepam,17856-0834-1,17856083401
clonazepam,17856-0835-1,17856083501
clonazepam,68788-7394-3,68788739403
clonazepam,80425-0125-3,80425012503
clonazepam,43547-407-50,43547040750
clonazepam,71335-1843-0,71335184300
clonazepam,71335-1843-1,71335184301
clonazepam,71335-1843-2,71335184302
clonazepam,71335-1843-3,71335184303
clonazepam,71335-1843-4,71335184304
clonazepam,71335-1843-5,71335184305
clonazepam,71335-1843-6,71335184306
clonazepam,71335-1843-7,71335184307
clonazepam,71335-1843-8,71335184308
clonazepam,71335-1843-9,71335184309
clonazepam,71335-0022-6,71335002206
clonazepam,71335-0022-9,71335002209
clonazepam,55154-6831-0,55154683100
clonazepam,50090-2088-0,50090208800
clonazepam,71335-0022-0,71335002200
clonazepam,71335-0022-2,71335002202
clonazepam,68071-2310-6,68071231006
clonazepam,50090-5399-0,50090539900
clonazepam,63187-603-60,63187060360
clonazepam,43063-788-30,43063078830
clonazepam,43063-794-60,43063079460
clonazepam,70518-2485-1,70518248501
clonazepam,70518-2485-3,70518248503
clonazepam,67544-256-60,67544025660
clonazepam,67544-288-53,67544028853
clonazepam,43547-406-10,43547040610
clonazepam,72189-081-30,72189008130
clonazepam,72189-081-60,72189008160
clonazepam,63629-8988-1,63629898801
clonazepam,50090-2088-1,50090208801
clonazepam,57664-783-83,57664078383
clonazepam,0093-9293-67,00093929367
clonazepam,57664-784-86,57664078486
clonazepam,57664-785-83,57664078583
clonazepam,57664-787-88,57664078788
clonazepam,68071-5247-9,68071524709
clonazepam,71335-0022-3,71335002203
clonazepam,71335-0022-5,71335002205
clonazepam,68788-7394-9,68788739409
clonazepam,46708-364-06,46708036406
clonazepam,46708-365-06,46708036506
clonazepam,46708-366-06,46708036606
clonazepam,46708-367-06,46708036706
clonazepam,46708-368-06,46708036806
clonazepam,80425-0135-2,80425013502
clonazepam,71335-0113-1,71335011301
clonazepam,71335-0113-2,71335011302
clonazepam,71335-0113-3,71335011303
clonazepam,71335-0113-4,71335011304
clonazepam,71335-0113-5,71335011305
clonazepam,71335-0113-6,71335011306
clonazepam,71335-0113-7,71335011307
clonazepam,71335-0113-8,71335011308
clonazepam,71335-0113-9,71335011309
clonazepam,71335-0333-1,71335033301
clonazepam,71335-0333-2,71335033302
clonazepam,71335-0333-3,71335033303
